sol,name,udr_image_id,filter_used,comp_quality
632,McamLImage_0453607093-35200-1,41168,0,-85
752,McamLRecoveredProduct_0464255047-35069-1,41168,NULL,0
632,McamLImage_0453607110-36371-1,41169,0,-85
752,McamLRecoveredProduct_0464255052-25966-1,41169,NULL,0
632,McamLImage_0453607127-38288-1,41170,0,-85
752,McamLRecoveredProduct_0464255057-20030-1,41170,NULL,0
632,McamLImage_0453607151-37350-1,41171,0,-85
752,McamLRecoveredProduct_0464255061-21480-1,41171,NULL,0
632,McamLImage_0453607168-37349-1,41172,0,-85
752,McamLRecoveredProduct_0464255066-24554-1,41172,NULL,0
632,McamLImage_0453607185-38288-1,41173,0,-85
752,McamLRecoveredProduct_0464255071-19988-1,41173,NULL,0
632,McamLImage_0453607202-43394-1,41174,0,-85
752,McamLRecoveredProduct_0464255075-16031-1,41174,NULL,0
632,McamLImage_0453607226-36371-1,41175,0,-85
752,McamLRecoveredProduct_0464255079-15196-1,41175,NULL,0
632,McamLImage_0453607243-32166-1,41176,0,-85
752,McamLRecoveredProduct_0464255083-11680-1,41176,NULL,0
632,McamLImage_0453607260-34197-1,41177,0,-85
752,McamLRecoveredProduct_0464255087-05870-1,41177,NULL,0
632,McamLImage_0453607276-20965-1,41178,0,-85
752,McamLRecoveredProduct_0464255090-61372-1,41178,NULL,0
632,McamLImage_0453607300-31164-1,41179,0,-85
752,McamLRecoveredProduct_0464255094-48954-1,41179,NULL,0
632,McamLImage_0453607316-17810-1,41180,0,-85
752,McamLRecoveredProduct_0464255098-45550-1,41180,NULL,0
632,McamLImage_0453607332-12785-1,41181,0,-85
752,McamLRecoveredProduct_0464255102-46837-1,41181,NULL,0
635,McamRImage_0453860393-00000-1,41243,0,-85
844,McamRRecoveredProduct_0472413938-43444-1,41243,NULL,0
635,McamRImage_0453860430-00000-1,41245,0,-85
844,McamRRecoveredProduct_0472413942-54729-1,41245,NULL,0
635,McamRImage_0453860448-00000-1,41247,0,-85
844,McamRRecoveredProduct_0472413946-55290-1,41247,NULL,0
635,McamRImage_0453860466-00000-1,41249,0,-85
844,McamRRecoveredProduct_0472413950-53812-1,41249,NULL,0
635,McamRImage_0453860484-00000-1,41251,0,-85
844,McamRRecoveredProduct_0472413954-54580-1,41251,NULL,0
635,McamRImage_0453860514-00000-1,41253,0,-85
844,McamRRecoveredProduct_0472413958-55123-1,41253,NULL,0
635,McamRImage_0453860532-00000-1,41255,0,-85
844,McamRRecoveredProduct_0472413962-53773-1,41255,NULL,0
635,McamRImage_0453860550-00000-1,41257,0,-85
844,McamRRecoveredProduct_0472413966-53878-1,41257,NULL,0
844,McamRRecoveredProduct_0472413966-53878-2,41257,NULL,0
635,McamRImage_0453860568-00000-1,41259,0,-85
844,McamRRecoveredProduct_0472413970-55195-1,41259,NULL,0
844,McamRRecoveredProduct_0472413970-55195-2,41259,NULL,0
635,McamRImage_0453860598-00000-1,41261,0,-85
844,McamRRecoveredProduct_0472413974-54243-1,41261,NULL,0
635,McamRImage_0453860616-00000-1,41263,0,-85
844,McamRRecoveredProduct_0472413978-53107-1,41263,NULL,0
635,McamRImage_0453860634-00000-1,41265,0,-85
844,McamRRecoveredProduct_0472413982-56788-1,41265,NULL,0
635,McamRImage_0453860652-00000-1,41267,0,-85
844,McamRRecoveredProduct_0472413986-55769-1,41267,NULL,0
635,McamRImage_0453860682-00000-1,41269,0,-85
844,McamRRecoveredProduct_0472413990-57178-1,41269,NULL,0
635,McamRImage_0453860700-00000-1,41271,0,-85
844,McamRRecoveredProduct_0472413994-56229-1,41271,NULL,0
635,McamRImage_0453860718-00000-1,41273,0,-85
844,McamRRecoveredProduct_0472413998-53191-1,41273,NULL,0
635,McamRImage_0453860736-00000-1,41275,0,-85
844,McamRRecoveredProduct_0472414002-61951-1,41275,NULL,0
635,McamRImage_0453860770-00000-1,41277,0,-85
844,McamRRecoveredProduct_0472414006-65048-1,41277,NULL,0
635,McamRImage_0453860788-00000-1,41279,0,-85
844,McamRRecoveredProduct_0472414010-65151-1,41279,NULL,0
635,McamRImage_0453860806-00000-1,41281,0,-85
844,McamRRecoveredProduct_0472414015-05653-1,41281,NULL,0
635,McamRImage_0453860825-00000-1,41283,0,-85
844,McamRRecoveredProduct_0472414019-07516-1,41283,NULL,0
635,McamRImage_0453860857-00000-1,41285,0,-85
844,McamRRecoveredProduct_0472414023-04776-1,41285,NULL,0
635,McamRImage_0453860876-00000-1,41287,0,-85
844,McamRRecoveredProduct_0472414027-05948-1,41287,NULL,0
635,McamRImage_0453860895-00000-1,41289,0,-85
844,McamRRecoveredProduct_0472414031-06607-1,41289,NULL,0
635,McamRImage_0453860914-00000-1,41291,0,-85
844,McamRRecoveredProduct_0472414035-13702-1,41291,NULL,0
844,McamRRecoveredProduct_0472414035-13702-2,41291,NULL,0
635,McamRImage_0453860946-00000-1,41293,0,-85
844,McamRRecoveredProduct_0472414039-05824-1,41293,NULL,0
635,McamRImage_0453860965-00000-1,41295,0,-85
844,McamRRecoveredProduct_0472414043-03572-1,41295,NULL,0
635,McamRImage_0453860983-00000-1,41297,0,-85
844,McamRRecoveredProduct_0472414047-03605-1,41297,NULL,0
844,McamRRecoveredProduct_0472414047-03605-2,41297,NULL,0
635,McamRImage_0453861002-00000-1,41299,0,-85
635,McamRImage_0453861002-00000-2,41299,NULL,-85
844,McamRRecoveredProduct_0472414051-01438-1,41299,NULL,0
635,McamRImage_0453861034-00000-1,41301,0,-85
844,McamRRecoveredProduct_0472414055-05781-1,41301,NULL,0
635,McamRImage_0453861052-00000-1,41303,0,-85
844,McamRRecoveredProduct_0472414059-03026-1,41303,NULL,0
635,McamRImage_0453861070-00000-1,41305,0,-85
844,McamRRecoveredProduct_0472414063-01422-1,41305,NULL,0
635,McamRImage_0453861128-00000-1,41307,0,-85
844,McamRRecoveredProduct_0472414083-04037-1,41307,NULL,0
635,McamRImage_0453861169-00000-1,41309,0,-85
844,McamRRecoveredProduct_0472414087-01493-1,41309,NULL,0
635,McamRImage_0453861187-00000-1,41311,0,-85
844,McamRRecoveredProduct_0472414090-63012-1,41311,NULL,0
635,McamRImage_0453861205-00000-1,41313,0,-85
844,McamRRecoveredProduct_0472414094-63057-1,41313,NULL,0
635,McamRImage_0453861242-00000-1,41315,0,-85
844,McamRRecoveredProduct_0472414099-02941-1,41315,NULL,0
635,McamRImage_0453861260-00000-1,41317,0,-85
844,McamRRecoveredProduct_0472414103-03597-1,41317,NULL,0
635,McamRImage_0453861278-00000-1,41319,0,-85
844,McamRRecoveredProduct_0472414106-64464-1,41319,NULL,0
635,McamRImage_0453861314-00000-1,41321,0,-85
844,McamRRecoveredProduct_0472414110-64105-1,41321,NULL,0
635,McamLImage_0453869134-21872-1,41327,0,-65
844,McamLRecoveredProduct_0472414115-18168-1,41327,NULL,0
635,McamLImage_0453869177-40368-1,41328,0,-65
844,McamLRecoveredProduct_0472414119-22887-1,41328,NULL,0
635,McamLImage_0453869193-37350-1,41329,0,-65
844,McamLRecoveredProduct_0472414123-26149-1,41329,NULL,0
635,McamLImage_0453869209-26012-1,41330,0,-65
844,McamLRecoveredProduct_0472414128-26093-1,41330,NULL,0
635,McamLImage_0453869225-34250-1,41331,0,-65
844,McamLRecoveredProduct_0472414133-21790-1,41331,NULL,0
636,McamRImage_0453950327-15813-1,41347,0,-85
854,McamRRecoveredProduct_0473307471-24431-1,41347,NULL,0
636,McamRImage_0453950369-61940-1,41348,0,-85
854,McamRRecoveredProduct_0473307475-22966-1,41348,NULL,0
637,McamRImage_0454036286-00000-1,41374,0,-85
844,McamRRecoveredProduct_0472414144-54972-1,41374,NULL,0
637,McamRImage_0454036318-00000-1,41376,0,-85
844,McamRRecoveredProduct_0472414148-55945-1,41376,NULL,0
637,McamRImage_0454036338-00000-1,41378,0,-85
844,McamRRecoveredProduct_0472414152-56693-1,41378,NULL,0
637,McamRImage_0454036355-00000-1,41380,0,-85
844,McamRRecoveredProduct_0472414156-59373-1,41380,NULL,0
640,McamRImage_0454307079-00000-1,41458,0,-85
640,McamRImage_0454307079-00000-2,41458,NULL,-85
844,McamRRecoveredProduct_0472414176-56038-1,41458,NULL,0
640,McamRImage_0454307110-00000-1,41460,0,-85
640,McamRImage_0454307110-00000-2,41460,NULL,-85
844,McamRRecoveredProduct_0472414180-56725-1,41460,NULL,0
640,McamRImage_0454307128-00000-1,41462,0,-85
640,McamRImage_0454307128-00000-2,41462,NULL,-85
844,McamRRecoveredProduct_0472414184-61312-1,41462,NULL,0
640,McamRImage_0454307146-00000-1,41464,0,-85
640,McamRImage_0454307146-00000-2,41464,NULL,-85
844,McamRRecoveredProduct_0472414188-55829-1,41464,NULL,0
640,McamRImage_0454307165-00000-1,41466,0,-85
640,McamRImage_0454307165-00000-2,41466,NULL,-85
844,McamRRecoveredProduct_0472414192-57338-1,41466,NULL,0
640,McamRImage_0454307201-00000-1,41468,0,-85
640,McamRImage_0454307201-00000-2,41468,NULL,-85
844,McamRRecoveredProduct_0472414196-60036-1,41468,NULL,0
640,McamRImage_0454307219-00000-1,41470,0,-85
640,McamRImage_0454307219-00000-2,41470,NULL,-85
844,McamRRecoveredProduct_0472414200-56260-1,41470,NULL,0
640,McamRImage_0454307237-00000-1,41472,0,-85
640,McamRImage_0454307237-00000-2,41472,NULL,-85
844,McamRRecoveredProduct_0472414204-56876-1,41472,NULL,0
641,McamLImage_0454400636-17798-1,41531,0,-65
844,McamLRecoveredProduct_0472414414-65480-1,41531,NULL,0
641,McamLImage_0454400677-38288-1,41532,0,-65
844,McamLRecoveredProduct_0472414419-64805-1,41532,NULL,0
641,McamLImage_0454400693-34326-1,41533,0,-65
844,McamLRecoveredProduct_0472414425-04744-1,41533,NULL,0
641,McamLImage_0454400709-26013-1,41534,0,-65
844,McamLRecoveredProduct_0472414430-04852-1,41534,NULL,0
641,McamLImage_0454400726-43388-1,41535,0,-65
844,McamLRecoveredProduct_0472414435-07558-1,41535,NULL,0
643,McamLImage_0454577007-10607-1,41552,0,-65
844,McamLRecoveredProduct_0472414440-12893-1,41552,NULL,0
643,McamLImage_0454577048-03633-1,41553,0,-65
844,McamLRecoveredProduct_0472414445-10779-1,41553,NULL,0
643,McamLImage_0454577063-55736-1,41554,0,-65
844,McamLRecoveredProduct_0472414451-10559-1,41554,NULL,0
643,McamLImage_0454577079-53745-1,41555,0,-65
844,McamLRecoveredProduct_0472414456-08023-1,41555,NULL,0
643,McamLImage_0454577095-53745-1,41556,0,-65
844,McamLRecoveredProduct_0472414462-10823-1,41556,NULL,0
643,McamLImage_0454577117-03633-1,41557,0,-65
844,McamLRecoveredProduct_0472414466-06752-1,41557,NULL,0
643,McamLImage_0454577132-59910-1,41558,0,-65
844,McamLRecoveredProduct_0472414470-02412-1,41558,NULL,0
643,McamLImage_0454577163-32165-1,41559,0,-65
844,McamLRecoveredProduct_0472414475-16324-1,41559,NULL,0
844,McamLRecoveredProduct_0472414475-16324-2,41559,NULL,0
643,McamLImage_0454577185-04674-1,41560,0,-65
844,McamLRecoveredProduct_0472414480-18811-1,41560,NULL,0
643,McamLImage_0454577200-55736-1,41561,0,-65
844,McamLRecoveredProduct_0472414485-20347-1,41561,NULL,0
643,McamLImage_0454577216-59911-1,41562,0,-85
844,McamLRecoveredProduct_0472414490-17892-1,41562,NULL,0
643,McamLImage_0454577239-01441-1,41563,0,-85
844,McamLRecoveredProduct_0472414495-13666-1,41563,NULL,0
844,McamLRecoveredProduct_0472414495-13666-2,41563,NULL,0
643,McamLImage_0454577256-04672-1,41564,0,-85
844,McamLRecoveredProduct_0472414500-11183-1,41564,NULL,0
844,McamLRecoveredProduct_0472414500-11183-2,41564,NULL,0
643,McamLImage_0454577273-01636-1,41565,0,-85
844,McamLRecoveredProduct_0472414505-05725-1,41565,NULL,0
643,McamLImage_0454577288-53735-1,41566,0,-85
844,McamLRecoveredProduct_0472414509-10070-1,41566,NULL,0
643,McamLImage_0454577310-06593-1,41567,0,-85
844,McamLRecoveredProduct_0472414514-04848-1,41567,NULL,0
643,McamLImage_0454577327-01449-1,41568,0,-85
844,McamLRecoveredProduct_0472414519-04578-1,41568,NULL,0
643,McamLImage_0454577400-50581-1,41569,0,-85
844,McamLRecoveredProduct_0472414524-11788-1,41569,NULL,0
643,McamLImage_0454577424-05502-1,41570,0,-85
844,McamLRecoveredProduct_0472414529-14653-1,41570,NULL,0
643,McamLImage_0454577439-44566-1,41571,0,-85
844,McamLRecoveredProduct_0472414533-59027-1,41571,NULL,0
643,McamLImage_0454577464-58790-1,41572,0,-85
844,McamLRecoveredProduct_0472414537-57263-1,41572,NULL,0
643,McamLImage_0454577480-52762-1,41573,0,-85
844,McamLRecoveredProduct_0472414542-56778-1,41573,NULL,0
643,McamLImage_0454577496-45563-1,41574,0,-85
844,McamLRecoveredProduct_0472414548-04775-1,41574,NULL,0
643,McamLImage_0454577512-43390-1,41575,0,-85
844,McamLRecoveredProduct_0472414552-63802-1,41575,NULL,0
643,McamLImage_0454577533-58770-1,41576,0,-85
844,McamLRecoveredProduct_0472414557-05456-1,41576,NULL,0
643,McamLImage_0454577549-45563-1,41577,0,-85
844,McamLRecoveredProduct_0472414562-01444-1,41577,NULL,0
646,McamRImage_0454834622-00000-1,41632,0,-85
844,McamRRecoveredProduct_0472414277-05683-1,41632,NULL,0
844,McamRRecoveredProduct_0472414277-05683-2,41632,NULL,0
646,McamRImage_0454834659-00000-1,41634,0,-85
844,McamRRecoveredProduct_0472414281-05666-1,41634,NULL,0
844,McamRRecoveredProduct_0472414281-05666-2,41634,NULL,0
646,McamRImage_0454834679-00000-1,41636,0,-85
844,McamRRecoveredProduct_0472414285-08093-1,41636,NULL,0
646,McamRImage_0454834697-00000-1,41638,0,-85
844,McamRRecoveredProduct_0472414289-06751-1,41638,NULL,0
646,McamRImage_0454834730-00000-1,41640,0,-85
844,McamRRecoveredProduct_0472414293-06823-1,41640,NULL,0
646,McamRImage_0454834748-00000-1,41642,0,-85
646,McamRImage_0454834748-00000-2,41642,NULL,-85
646,McamRImage_0454834748-00000-3,41642,NULL,-85
844,McamRRecoveredProduct_0472414297-02505-1,41642,NULL,0
646,McamRImage_0454834766-00000-1,41644,0,-85
844,McamRRecoveredProduct_0472414301-02790-1,41644,NULL,0
646,McamRImage_0454834799-00000-1,41646,0,-85
844,McamRRecoveredProduct_0472414305-02980-1,41646,NULL,0
646,McamRImage_0454834817-00000-1,41648,0,-85
844,McamRRecoveredProduct_0472414308-64024-1,41648,NULL,0
646,McamRImage_0454834835-00000-1,41650,0,-85
844,McamRRecoveredProduct_0472414313-20416-1,41650,NULL,0
646,McamRImage_0454834871-00000-1,41652,0,-85
844,McamRRecoveredProduct_0472414316-60881-1,41652,NULL,0
646,McamRImage_0454834888-00000-1,41654,0,-85
844,McamRRecoveredProduct_0472414320-56840-1,41654,NULL,0
646,McamRImage_0454834905-00000-1,41656,0,-85
844,McamRRecoveredProduct_0472414324-60054-1,41656,NULL,0
646,McamRImage_0454834940-00000-1,41658,0,-85
844,McamRRecoveredProduct_0472414328-62867-1,41658,NULL,0
646,McamRImage_0454834957-00000-1,41660,0,-85
844,McamRRecoveredProduct_0472414332-60217-1,41660,NULL,0
646,McamRImage_0454834974-00000-1,41662,0,-85
844,McamRRecoveredProduct_0472414336-63799-1,41662,NULL,0
646,McamRImage_0454835012-00000-1,41664,0,-85
844,McamRRecoveredProduct_0472414340-65145-1,41664,NULL,0
646,McamRImage_0454835030-00000-1,41666,0,-85
844,McamRRecoveredProduct_0472414345-03538-1,41666,NULL,0
646,McamRImage_0454835073-00000-1,41668,0,-85
844,McamRRecoveredProduct_0472414349-06125-1,41668,NULL,0
646,McamRImage_0454835091-00000-1,41670,0,-85
844,McamRRecoveredProduct_0472414353-10555-1,41670,NULL,0
646,McamRImage_0454835109-00000-1,41672,0,-85
844,McamRRecoveredProduct_0472414357-06051-1,41672,NULL,0
646,McamRImage_0454835148-00000-1,41674,0,-85
844,McamRRecoveredProduct_0472414361-04704-1,41674,NULL,0
646,McamRImage_0454835166-00000-1,41676,0,-85
844,McamRRecoveredProduct_0472414364-64982-1,41676,NULL,0
646,McamRImage_0454835184-00000-1,41678,0,-85
844,McamRRecoveredProduct_0472414369-03495-1,41678,NULL,0
646,McamRImage_0454835223-00000-1,41680,0,-85
844,McamRRecoveredProduct_0472414373-05745-1,41680,NULL,0
646,McamRImage_0454835241-00000-1,41682,0,-85
844,McamRRecoveredProduct_0472414377-06780-1,41682,NULL,0
646,McamRImage_0454835259-00000-1,41684,0,-85
844,McamRRecoveredProduct_0472414381-05947-1,41684,NULL,0
646,McamRImage_0454835297-00000-1,41686,0,-85
844,McamRRecoveredProduct_0472414385-03547-1,41686,NULL,0
646,McamRImage_0454835315-00000-1,41688,0,-85
844,McamRRecoveredProduct_0472414388-64140-1,41688,NULL,0
646,McamRImage_0454835333-00000-1,41690,0,-85
844,McamRRecoveredProduct_0472414393-02317-1,41690,NULL,0
646,McamRImage_0454835367-00000-1,41692,0,-85
844,McamRRecoveredProduct_0472414396-65183-1,41692,NULL,0
646,McamRImage_0454835385-00000-1,41694,0,-85
844,McamRRecoveredProduct_0472414401-03028-1,41694,NULL,0
646,McamRImage_0454835403-00000-1,41696,0,-85
844,McamRRecoveredProduct_0472414405-06035-1,41696,NULL,0
646,McamRImage_0454835437-00000-1,41698,0,-85
844,McamRRecoveredProduct_0472414409-07102-1,41698,NULL,0
647,McamLImage_0454934116-23138-1,41705,0,-65
844,McamLRecoveredProduct_0472414567-30698-1,41705,NULL,0
647,McamLImage_0454934141-31156-1,41706,0,-65
844,McamLRecoveredProduct_0472414572-28561-1,41706,NULL,0
647,McamLImage_0454934158-37350-1,41707,0,-65
844,McamLRecoveredProduct_0472414577-24231-1,41707,NULL,0
647,McamLImage_0454934175-34196-1,41708,0,-65
844,McamLRecoveredProduct_0472414582-22043-1,41708,NULL,0
647,McamLImage_0454934191-19997-1,41709,0,-65
844,McamLRecoveredProduct_0472414587-17808-1,41709,NULL,0
654,McamRImage_0455558794-54659-1,41990,0,-85
854,McamRRecoveredProduct_0473307479-21947-1,41990,NULL,0
654,McamRImage_0455558833-23990-1,41991,0,-85
854,McamRRecoveredProduct_0473307483-19400-1,41991,NULL,0
854,McamRRecoveredProduct_0473307483-19400-2,41991,NULL,0
654,McamRImage_0455558849-28239-1,41992,0,-85
854,McamRRecoveredProduct_0473307487-22413-1,41992,NULL,0
654,McamRImage_0455558864-50582-1,41993,0,-85
854,McamRRecoveredProduct_0473307491-26190-1,41993,NULL,0
854,McamRRecoveredProduct_0473307491-26190-2,41993,NULL,0
654,McamRImage_0455558901-26014-1,41994,0,-85
854,McamRRecoveredProduct_0473307495-28309-1,41994,NULL,0
654,McamRImage_0455558916-22971-1,41995,0,-85
854,McamRRecoveredProduct_0473307499-29034-1,41995,NULL,0
654,McamRImage_0455558931-29170-1,41996,0,-85
854,McamRRecoveredProduct_0473307503-31391-1,41996,NULL,0
655,McamLImage_0455641558-13695-1,42009,0,-65
844,McamLRecoveredProduct_0472414592-09596-1,42009,NULL,0
655,McamLImage_0455641598-23990-1,42010,0,-65
844,McamLRecoveredProduct_0472414597-02945-1,42010,NULL,0
655,McamLImage_0455641614-21888-1,42011,0,-65
844,McamLRecoveredProduct_0472414601-06617-1,42011,NULL,0
655,McamLImage_0455641630-06594-1,42012,0,-65
844,McamLRecoveredProduct_0472414606-17901-1,42012,NULL,0
655,McamLImage_0455641651-28182-1,42013,0,-65
844,McamLRecoveredProduct_0472414611-13738-1,42013,NULL,0
655,McamLImage_0455641668-22971-1,42014,0,-65
844,McamLRecoveredProduct_0472414616-10863-1,42014,NULL,0
655,McamLImage_0455641686-23990-1,42015,0,-65
844,McamLRecoveredProduct_0472414621-12696-1,42015,NULL,0
655,McamLImage_0455641708-26092-1,42016,0,-65
844,McamLRecoveredProduct_0472414626-24108-1,42016,NULL,0
655,McamLImage_0455641725-23989-1,42017,0,-65
844,McamLRecoveredProduct_0472414631-20066-1,42017,NULL,0
655,McamLImage_0455641741-09626-1,42018,0,-65
844,McamLRecoveredProduct_0472414636-14701-1,42018,NULL,0
655,McamLImage_0455641757-17865-1,42019,0,-85
844,McamLRecoveredProduct_0472414641-14017-1,42019,NULL,0
655,McamLImage_0455641779-22970-1,42020,0,-85
844,McamLRecoveredProduct_0472414646-12697-1,42020,NULL,0
655,McamLImage_0455641796-26013-1,42021,0,-85
844,McamLRecoveredProduct_0472414650-07123-1,42021,NULL,0
655,McamLImage_0455641813-21888-1,42022,0,-85
844,McamLRecoveredProduct_0472414654-10587-1,42022,NULL,0
655,McamLImage_0455641835-21888-1,42023,0,-85
844,McamLRecoveredProduct_0472414658-05786-1,42023,NULL,0
655,McamLImage_0455641851-05509-1,42024,0,-85
844,McamLRecoveredProduct_0472414662-05584-1,42024,NULL,0
655,McamLImage_0455641867-14778-1,42025,0,-85
844,McamLRecoveredProduct_0472414666-01432-1,42025,NULL,0
655,McamLImage_0455641889-23988-1,42026,0,-85
844,McamLRecoveredProduct_0472414670-00944-1,42026,NULL,0
655,McamLImage_0455641905-19898-1,42027,0,-85
844,McamLRecoveredProduct_0472414673-64063-1,42027,NULL,0
655,McamLImage_0455641978-58904-1,42028,0,-85
844,McamLRecoveredProduct_0472414677-61835-1,42028,NULL,0
655,McamLImage_0455642003-09625-1,42029,0,-85
844,McamLRecoveredProduct_0472414681-62810-1,42029,NULL,0
655,McamLImage_0455642018-64931-1,42030,0,-85
844,McamLRecoveredProduct_0472414685-57291-1,42030,NULL,0
655,McamLImage_0455642034-58904-1,42031,0,-85
844,McamLRecoveredProduct_0472414689-55032-1,42031,NULL,0
655,McamLImage_0455642050-58922-1,42032,0,-85
844,McamLRecoveredProduct_0472414693-61294-1,42032,NULL,0
655,McamLImage_0455642072-09728-1,42033,0,-85
844,McamLRecoveredProduct_0472414697-55963-1,42033,NULL,0
655,McamLImage_0455642087-59776-1,42034,0,-85
844,McamLRecoveredProduct_0472414701-58346-1,42034,NULL,0
656,McamLImage_0455736425-20958-1,42041,0,-90
844,McamLRecoveredProduct_0472414706-14224-1,42041,NULL,0
656,McamLImage_0455736469-50581-1,42042,0,-90
844,McamLRecoveredProduct_0472414710-05965-1,42042,NULL,0
844,McamLRecoveredProduct_0472414710-05965-2,42042,NULL,0
656,McamLImage_0455736485-54659-1,42043,0,-90
844,McamLRecoveredProduct_0472414714-02587-1,42043,NULL,0
656,McamLImage_0455736504-09625-1,42044,0,-90
844,McamLRecoveredProduct_0472414718-05757-1,42044,NULL,0
656,McamLImage_0455736521-05502-1,42045,0,-90
844,McamLRecoveredProduct_0472414722-02313-1,42045,NULL,0
844,McamLRecoveredProduct_0472414722-02313-2,42045,NULL,0
658,McamRImage_0455903051-13701-1,42055,0,-95
854,McamRRecoveredProduct_0473307507-10853-1,42055,NULL,0
854,McamRRecoveredProduct_0473307507-10853-2,42055,NULL,0
658,McamRImage_0455903084-38289-1,42056,0,-95
854,McamRRecoveredProduct_0473307511-18288-1,42056,NULL,0
658,McamRImage_0455903099-35201-1,42057,0,-95
854,McamRRecoveredProduct_0473307515-16314-1,42057,NULL,0
658,McamRImage_0455903114-36373-1,42058,0,-95
854,McamRRecoveredProduct_0473307519-15296-1,42058,NULL,0
658,McamRImage_0455903146-35199-1,42059,0,-95
854,McamRRecoveredProduct_0473307523-16312-1,42059,NULL,0
658,McamRImage_0455903161-35200-1,42060,0,-95
658,McamRImage_0455903161-35200-2,42060,NULL,-95
854,McamRRecoveredProduct_0473307527-14833-1,42060,NULL,0
658,McamRImage_0455903176-36372-1,42061,0,-95
854,McamRRecoveredProduct_0473307531-14172-1,42061,NULL,0
658,McamRImage_0455903206-36373-1,42062,0,-95
854,McamRRecoveredProduct_0473307535-13300-1,42062,NULL,0
658,McamRImage_0455903221-36371-1,42063,0,-95
854,McamRRecoveredProduct_0473307539-19268-1,42063,NULL,0
658,McamRImage_0455903251-36372-1,42064,0,-95
854,McamRRecoveredProduct_0473307543-18826-1,42064,NULL,0
854,McamRRecoveredProduct_0473307543-18826-2,42064,NULL,0
658,McamRImage_0455903288-61938-1,42065,0,-85
854,McamRRecoveredProduct_0473307547-31414-1,42065,NULL,0
658,McamRImage_0455903400-28182-1,42067,0,-90
665,McamRRecoveredProduct_0456523960-17719-1,42067,NULL,0
658,McamRImage_0455903433-48547-1,42068,0,-90
665,McamRRecoveredProduct_0456523964-14879-1,42068,NULL,0
658,McamRImage_0455903449-50646-1,42069,0,-90
665,McamRRecoveredProduct_0456523968-16248-1,42069,NULL,0
658,McamRImage_0455903464-47547-1,42070,0,-90
665,McamRRecoveredProduct_0456523972-15893-1,42070,NULL,0
658,McamRImage_0455903492-47548-1,42071,0,-90
665,McamRRecoveredProduct_0456523976-18804-1,42071,NULL,0
665,McamRRecoveredProduct_0456523976-18804-2,42071,NULL,0
662,McamRImage_0456257010-00000-1,42283,0,-85
854,McamRRecoveredProduct_0473307555-22453-1,42283,NULL,0
662,McamLImage_0456257048-09625-1,42284,0,-85
844,McamLRecoveredProduct_0472414726-08175-1,42284,NULL,0
662,McamLImage_0456257076-28182-1,42285,0,-85
844,McamLRecoveredProduct_0472414730-09619-1,42285,NULL,0
662,McamLImage_0456257094-31165-1,42286,0,-85
844,McamLRecoveredProduct_0472414734-07821-1,42286,NULL,0
662,McamLImage_0456257111-31165-1,42287,0,-85
844,McamLRecoveredProduct_0472414738-05439-1,42287,NULL,0
663,McamRImage_0456348988-37350-1,42303,0,-85
663,McamRImage_0456348988-37350-2,42303,NULL,-85
854,McamRRecoveredProduct_0473307559-24053-1,42303,NULL,0
664,McamLImage_0456441575-17799-1,42532,0,-65
844,McamLRecoveredProduct_0472414742-09490-1,42532,NULL,0
664,McamLImage_0456441616-62849-1,42533,0,-65
844,McamLRecoveredProduct_0472414745-52700-1,42533,NULL,0
664,McamLImage_0456441633-62849-1,42534,0,-65
844,McamLRecoveredProduct_0472414749-59937-1,42534,NULL,0
664,McamLImage_0456441651-58900-1,42535,0,-65
844,McamLRecoveredProduct_0472414753-62843-1,42535,NULL,0
664,McamLImage_0456441667-45562-1,42536,0,-65
844,McamLRecoveredProduct_0472414757-60348-1,42536,NULL,0
664,McamLImage_0456441689-59776-1,42537,0,-65
664,McamLImage_0456441689-59776-2,42537,NULL,-65
844,McamLRecoveredProduct_0472414761-54602-1,42537,NULL,0
664,McamLImage_0456441705-43388-1,42538,0,-65
844,McamLRecoveredProduct_0472414765-56649-1,42538,NULL,0
665,McamRImage_0456523823-00000-1,42574,0,-85
686,McamRRecoveredProduct_0458398476-56905-1,42574,NULL,0
665,McamRImage_0456523864-00000-1,42576,0,-85
686,McamRRecoveredProduct_0458398481-12186-1,42576,NULL,0
665,McamRImage_0456523906-00000-1,42578,0,-85
686,McamRRecoveredProduct_0458398485-09571-1,42578,NULL,0
665,McamRImage_0456523925-00000-1,42580,0,-85
686,McamRRecoveredProduct_0458398489-13175-1,42580,NULL,0
671,McamRImage_0457055025-00000-1,42711,0,-85
854,McamRRecoveredProduct_0473307563-27362-1,42711,NULL,0
678,McamRImage_0457676365-40369-1,43033,0,-85
678,McamRImage_0457676365-40369-2,43033,NULL,-85
678,McamRImage_0457676365-40369-3,43033,NULL,-85
854,McamRRecoveredProduct_0473307567-11795-1,43033,NULL,0
678,McamRImage_0457676446-20966-1,43035,0,-85
854,McamRRecoveredProduct_0473307571-21202-1,43035,NULL,0
683,McamRImage_0458119757-13697-1,43187,0,-85
854,McamRRecoveredProduct_0473307575-11675-1,43187,NULL,0
683,McamRImage_0458119807-26048-1,43188,0,-85
854,McamRRecoveredProduct_0473307579-11842-1,43188,NULL,0
683,McamRImage_0458119823-31166-1,43189,0,-85
854,McamRRecoveredProduct_0473307583-12938-1,43189,NULL,0
