sol,name,udr_image_id,filter_used,comp_quality
564,McamLRecoveredProduct_0447576003-54249-1,34525,NULL,0
563,McamRImage_0447469625-07593-1,34556,0,-85
696,McamRRecoveredProduct_0459291895-07841-1,34556,NULL,0
563,McamRImage_0447469665-47548-1,34557,0,-85
696,McamRRecoveredProduct_0459291899-09104-1,34557,NULL,0
563,McamRImage_0447469679-31165-1,34558,0,-85
696,McamRRecoveredProduct_0459291903-13607-1,34558,NULL,0
565,McamLImage_0447650709-17315-1,34639,0,-65
572,McamLRecoveredProduct_0448268868-42612-1,34639,NULL,0
565,McamLImage_0447650749-47540-1,34640,0,-65
572,McamLRecoveredProduct_0448268871-65131-1,34640,NULL,0
565,McamLImage_0447650765-29169-1,34641,0,-65
572,McamLRecoveredProduct_0448268875-18118-1,34641,NULL,0
565,McamLImage_0447650781-27020-1,34642,0,-65
572,McamLRecoveredProduct_0448268878-34127-1,34642,NULL,0
565,McamLImage_0447650798-42387-1,34643,0,-65
572,McamLRecoveredProduct_0448268881-51156-1,34643,NULL,0
565,McamRImage_0447650948-00000-1,34650,0,-85
572,McamRRecoveredProduct_0448268984-04074-1,34650,NULL,0
565,McamRImage_0447651008-00000-1,34652,0,-85
572,McamRRecoveredProduct_0448268987-42935-1,34652,NULL,0
565,McamRImage_0447651049-00000-1,34654,0,-85
572,McamRRecoveredProduct_0448269010-37869-1,34654,NULL,0
565,McamRImage_0447651090-00000-1,34656,0,-85
565,McamRImage_0447651090-00000-2,34656,NULL,-85
572,McamRRecoveredProduct_0448269028-01002-1,34656,NULL,0
565,McamRImage_0447651129-00000-1,34658,0,-85
572,McamRRecoveredProduct_0448269031-54618-1,34658,NULL,0
565,McamRImage_0447651170-00000-1,34660,0,-85
572,McamRRecoveredProduct_0448269035-25545-1,34660,NULL,0
565,McamRImage_0447651209-00000-1,34662,0,-85
572,McamRRecoveredProduct_0448269038-52659-1,34662,NULL,0
565,McamRImage_0447651248-00000-1,34664,0,-85
572,McamRRecoveredProduct_0448269042-17291-1,34664,NULL,0
565,McamRImage_0447651288-00000-1,34666,0,-85
572,McamRRecoveredProduct_0448269045-55891-1,34666,NULL,0
567,McamRImage_0447830221-00000-1,34757,0,-85
696,McamRRecoveredProduct_0459291911-08089-1,34757,NULL,0
567,McamRImage_0447830256-00000-1,34759,0,-85
696,McamRRecoveredProduct_0459291915-11996-1,34759,NULL,0
567,McamRImage_0447830274-00000-1,34761,0,-85
696,McamRRecoveredProduct_0459291919-01883-1,34761,NULL,0
567,McamRImage_0447830293-00000-1,34763,0,-85
696,McamRRecoveredProduct_0459291923-01457-1,34763,NULL,0
567,McamRImage_0447830329-00000-1,34765,0,-85
696,McamRRecoveredProduct_0459291927-02548-1,34765,NULL,0
567,McamRImage_0447830346-00000-1,34767,0,-85
696,McamRRecoveredProduct_0459291931-10745-1,34767,NULL,0
567,McamRImage_0447830364-00000-1,34769,0,-85
696,McamRRecoveredProduct_0459291935-05431-1,34769,NULL,0
567,McamRImage_0447830400-00000-1,34771,0,-85
696,McamRRecoveredProduct_0459291939-05047-1,34771,NULL,0
567,McamRImage_0447830418-00000-1,34773,0,-85
696,McamRRecoveredProduct_0459291943-04788-1,34773,NULL,0
567,McamRImage_0447830436-00000-1,34775,0,-85
696,McamRRecoveredProduct_0459291947-06057-1,34775,NULL,0
567,McamRImage_0447830472-00000-1,34777,0,-85
696,McamRRecoveredProduct_0459291951-09689-1,34777,NULL,0
567,McamRImage_0447830510-00000-1,34779,0,-85
696,McamRRecoveredProduct_0459291955-08095-1,34779,NULL,0
567,McamRImage_0447830528-00000-1,34781,0,-85
696,McamRRecoveredProduct_0459291959-07788-1,34781,NULL,0
567,McamRImage_0447830546-00000-1,34783,0,-85
696,McamRRecoveredProduct_0459291963-07577-1,34783,NULL,0
567,McamRImage_0447830584-00000-1,34785,0,-85
696,McamRRecoveredProduct_0459291967-06724-1,34785,NULL,0
567,McamRImage_0447830602-00000-1,34787,0,-85
696,McamRRecoveredProduct_0459291971-10552-1,34787,NULL,0
567,McamRImage_0447830620-00000-1,34789,0,-85
696,McamRRecoveredProduct_0459291975-06053-1,34789,NULL,0
567,McamRImage_0447830658-00000-1,34791,0,-85
696,McamRRecoveredProduct_0459291979-05988-1,34791,NULL,0
567,McamRImage_0447830676-00000-1,34793,0,-85
696,McamRRecoveredProduct_0459291983-05035-1,34793,NULL,0
567,McamRImage_0447830694-00000-1,34795,0,-85
696,McamRRecoveredProduct_0459291987-06811-1,34795,NULL,0
567,McamLImage_0447830181-00000-1,34803,0,-85
684,McamLRecoveredProduct_0458223749-13299-1,34803,NULL,0
567,McamRImage_0447830181-00000-1,34804,0,-85
696,McamRRecoveredProduct_0459291907-26918-1,34804,NULL,0
568,McamRImage_0447921016-00000-1,34820,0,-85
696,McamRRecoveredProduct_0459291991-10856-1,34820,NULL,0
568,McamRImage_0447921034-00000-1,34822,0,-85
696,McamRRecoveredProduct_0459291995-07494-1,34822,NULL,0
568,McamRImage_0447921073-00000-1,34824,0,-85
696,McamRRecoveredProduct_0459291999-09731-1,34824,NULL,0
568,McamRImage_0447921091-00000-1,34826,0,-85
696,McamRRecoveredProduct_0459292003-11248-1,34826,NULL,0
569,McamLImage_0448011578-50637-1,34876,0,-65
572,McamLRecoveredProduct_0448268929-60049-1,34876,NULL,0
569,McamLImage_0448011600-61938-1,34877,0,-65
572,McamLRecoveredProduct_0448268933-32104-1,34877,NULL,0
571,McamRImage_0448196140-04674-1,35094,0,-85
696,McamRRecoveredProduct_0459292007-03715-1,35094,NULL,0
571,McamRImage_0448196168-20966-1,35095,0,-85
696,McamRRecoveredProduct_0459292011-11882-1,35095,NULL,0
571,McamRImage_0448196183-14779-1,35096,0,-85
696,McamRRecoveredProduct_0459292015-12927-1,35096,NULL,0
571,McamRImage_0448196197-02434-1,35097,0,-85
696,McamRRecoveredProduct_0459292019-13579-1,35097,NULL,0
571,McamRImage_0448196213-17835-1,35098,0,-85
696,McamRRecoveredProduct_0459292023-10753-1,35098,NULL,0
579,McamRImage_0448900904-00000-1,35868,0,-85
592,McamRRecoveredProduct_0450050121-01674-1,35868,NULL,0
579,McamRImage_0448900963-00000-1,35870,0,-85
592,McamRRecoveredProduct_0450050124-34427-1,35870,NULL,0
579,McamRImage_0448900983-00000-1,35872,0,-85
592,McamRRecoveredProduct_0450050127-65048-1,35872,NULL,0
579,McamRImage_0448901001-00000-1,35874,0,-85
592,McamRRecoveredProduct_0450050131-41962-1,35874,NULL,0
579,McamRImage_0448901045-00000-1,35876,0,-85
592,McamRRecoveredProduct_0450050135-18106-1,35876,NULL,0
579,McamRImage_0448901063-00000-1,35878,0,-85
592,McamRRecoveredProduct_0450050138-63221-1,35878,NULL,0
579,McamRImage_0448901082-00000-1,35880,0,-85
592,McamRRecoveredProduct_0450050142-54735-1,35880,NULL,0
579,McamRImage_0448901128-00000-1,35882,0,-85
592,McamRRecoveredProduct_0450050146-27090-1,35882,NULL,0
579,McamRImage_0448901146-00000-1,35884,0,-85
592,McamRRecoveredProduct_0450050149-62976-1,35884,NULL,0
580,McamRImage_0448990216-00000-1,35904,0,-85
753,McamRRecoveredProduct_0464330525-62121-1,35904,NULL,0
580,McamRImage_0448990255-00000-1,35906,0,-85
753,McamRRecoveredProduct_0464330529-61062-1,35906,NULL,0
580,McamRImage_0448990275-00000-1,35908,0,-85
753,McamRRecoveredProduct_0464330533-60111-1,35908,NULL,0
753,McamRRecoveredProduct_0464330533-60111-2,35908,NULL,0
580,McamRImage_0448990293-00000-1,35910,0,-85
753,McamRRecoveredProduct_0464330537-58946-1,35910,NULL,0
580,McamRImage_0448990311-00000-1,35912,0,-85
753,McamRRecoveredProduct_0464330541-59978-1,35912,NULL,0
580,McamRImage_0448990344-00000-1,35914,0,-85
753,McamRRecoveredProduct_0464330545-62858-1,35914,NULL,0
580,McamRImage_0448990362-00000-1,35916,0,-85
753,McamRRecoveredProduct_0464330549-65459-1,35916,NULL,0
580,McamRImage_0448990380-00000-1,35918,0,-85
753,McamRRecoveredProduct_0464330554-02567-1,35918,NULL,0
580,McamRImage_0448990398-00000-1,35920,0,-85
753,McamRRecoveredProduct_0464330558-07881-1,35920,NULL,0
580,McamRImage_0448990432-00000-1,35922,0,-85
753,McamRRecoveredProduct_0464330562-19039-1,35922,NULL,0
753,McamRRecoveredProduct_0464330562-19039-2,35922,NULL,0
580,McamRImage_0448990451-00000-1,35924,0,-85
753,McamRRecoveredProduct_0464330566-12917-1,35924,NULL,0
580,McamRImage_0448990470-00000-1,35926,0,-85
753,McamRRecoveredProduct_0464330570-11802-1,35926,NULL,0
580,McamRImage_0448990489-00000-1,35928,0,-85
753,McamRRecoveredProduct_0464330574-06023-1,35928,NULL,0
580,McamRImage_0448990522-00000-1,35930,0,-85
753,McamRRecoveredProduct_0464330578-05655-1,35930,NULL,0
580,McamRImage_0448990542-00000-1,35932,0,-85
753,McamRRecoveredProduct_0464330582-05666-1,35932,NULL,0
580,McamRImage_0448990561-00000-1,35934,0,-85
753,McamRRecoveredProduct_0464330586-06132-1,35934,NULL,0
580,McamRImage_0448990580-00000-1,35936,0,-85
753,McamRRecoveredProduct_0464330590-11178-1,35936,NULL,0
580,McamRImage_0448990614-00000-1,35938,0,-85
753,McamRRecoveredProduct_0464330594-14703-1,35938,NULL,0
580,McamRImage_0448990633-00000-1,35940,0,-85
753,McamRRecoveredProduct_0464330598-16021-1,35940,NULL,0
580,McamRImage_0448990652-00000-1,35942,0,-85
753,McamRRecoveredProduct_0464330602-26086-1,35942,NULL,0
580,McamRImage_0448990671-00000-1,35944,0,-85
753,McamRRecoveredProduct_0464330606-21799-1,35944,NULL,0
753,McamRRecoveredProduct_0464330606-21799-2,35944,NULL,0
580,McamRImage_0448990705-00000-1,35946,0,-85
753,McamRRecoveredProduct_0464330610-21177-1,35946,NULL,0
753,McamRRecoveredProduct_0464330610-21177-2,35946,NULL,0
580,McamRImage_0448990725-00000-1,35948,0,-85
753,McamRRecoveredProduct_0464330614-27577-1,35948,NULL,0
753,McamRRecoveredProduct_0464330614-27577-2,35948,NULL,0
580,McamRImage_0448990746-00000-1,35950,0,-85
753,McamRRecoveredProduct_0464330618-32296-1,35950,NULL,0
753,McamRRecoveredProduct_0464330618-32296-2,35950,NULL,0
580,McamRImage_0448990767-00000-1,35952,0,-85
753,McamRRecoveredProduct_0464330622-43929-1,35952,NULL,0
753,McamRRecoveredProduct_0464330622-43929-2,35952,NULL,0
580,McamRImage_0448990802-00000-1,35954,0,-85
753,McamRRecoveredProduct_0464330627-39488-1,35954,NULL,0
753,McamRRecoveredProduct_0464330627-39488-2,35954,NULL,0
580,McamRImage_0448990823-00000-1,35956,0,-85
753,McamRRecoveredProduct_0464330632-32214-1,35956,NULL,0
753,McamRRecoveredProduct_0464330632-32214-2,35956,NULL,0
580,McamRImage_0448990842-00000-1,35958,0,-85
753,McamRRecoveredProduct_0464330636-34386-1,35958,NULL,0
753,McamRRecoveredProduct_0464330636-34386-2,35958,NULL,0
580,McamRImage_0448990861-00000-1,35960,0,-85
753,McamRRecoveredProduct_0464330641-30331-1,35960,NULL,0
580,McamRImage_0448990895-00000-1,35962,0,-85
753,McamRRecoveredProduct_0464330645-36414-1,35962,NULL,0
580,McamRImage_0448990914-00000-1,35964,0,-85
753,McamRRecoveredProduct_0464330650-22951-1,35964,NULL,0
580,McamRImage_0448990933-00000-1,35966,0,-85
753,McamRRecoveredProduct_0464330654-22249-1,35966,NULL,0
580,McamRImage_0448990952-00000-1,35968,0,-85
753,McamRRecoveredProduct_0464330658-30003-1,35968,NULL,0
580,McamRImage_0448990987-00000-1,35970,0,-85
753,McamRRecoveredProduct_0464330662-17846-1,35970,NULL,0
753,McamRRecoveredProduct_0464330662-17846-2,35970,NULL,0
580,McamRImage_0448991005-00000-1,35972,0,-85
753,McamRRecoveredProduct_0464330666-15056-1,35972,NULL,0
580,McamRImage_0448991045-00000-1,35974,0,-85
753,McamRRecoveredProduct_0464330670-19032-1,35974,NULL,0
580,McamRImage_0448991064-00000-1,35976,0,-85
753,McamRRecoveredProduct_0464330674-27012-1,35976,NULL,0
580,McamRImage_0448991083-00000-1,35978,0,-85
753,McamRRecoveredProduct_0464330678-20369-1,35978,NULL,0
580,McamRImage_0448991102-00000-1,35980,0,-85
753,McamRRecoveredProduct_0464330683-17331-1,35980,NULL,0
580,McamRImage_0448991138-00000-1,35982,0,-85
753,McamRRecoveredProduct_0464330687-22137-1,35982,NULL,0
580,McamRImage_0448991157-00000-1,35984,0,-85
753,McamRRecoveredProduct_0464330691-13860-1,35984,NULL,0
580,McamRImage_0448991176-00000-1,35986,0,-85
753,McamRRecoveredProduct_0464330695-13845-1,35986,NULL,0
580,McamRImage_0448991195-00000-1,35988,0,-85
753,McamRRecoveredProduct_0464330699-17942-1,35988,NULL,0
580,McamRImage_0448991231-00000-1,35990,0,-85
753,McamRRecoveredProduct_0464330703-17847-1,35990,NULL,0
580,McamRImage_0448991250-00000-1,35992,0,-85
753,McamRRecoveredProduct_0464330707-15259-1,35992,NULL,0
580,McamRImage_0448991269-00000-1,35994,0,-85
753,McamRRecoveredProduct_0464330711-13748-1,35994,NULL,0
580,McamRImage_0448991288-00000-1,35996,0,-85
753,McamRRecoveredProduct_0464330715-15872-1,35996,NULL,0
580,McamRImage_0448991323-00000-1,35998,0,-85
753,McamRRecoveredProduct_0464330719-14969-1,35998,NULL,0
753,McamRRecoveredProduct_0464330719-14969-2,35998,NULL,0
580,McamRImage_0448991342-00000-1,36000,0,-85
753,McamRRecoveredProduct_0464330723-13147-1,36000,NULL,0
753,McamRRecoveredProduct_0464330723-13147-2,36000,NULL,0
580,McamRImage_0448991361-00000-1,36002,0,-85
753,McamRRecoveredProduct_0464330727-16196-1,36002,NULL,0
580,McamRImage_0448991381-00000-1,36004,0,-85
753,McamRRecoveredProduct_0464330731-10589-1,36004,NULL,0
580,McamRImage_0448991416-00000-1,36006,0,-85
753,McamRRecoveredProduct_0464330735-12808-1,36006,NULL,0
580,McamRImage_0448991435-00000-1,36008,0,-85
753,McamRRecoveredProduct_0464330739-08177-1,36008,NULL,0
580,McamRImage_0448991455-00000-1,36010,0,-85
753,McamRRecoveredProduct_0464330743-09535-1,36010,NULL,0
753,McamRRecoveredProduct_0464330743-09535-2,36010,NULL,0
580,McamRImage_0448991474-00000-1,36012,0,-85
753,McamRRecoveredProduct_0464330747-10145-1,36012,NULL,0
753,McamRRecoveredProduct_0464330747-10145-2,36012,NULL,0
753,McamRRecoveredProduct_0464330747-10145-3,36012,NULL,0
580,McamRImage_0448991510-00000-1,36014,0,-85
753,McamRRecoveredProduct_0464330751-10789-1,36014,NULL,0
753,McamRRecoveredProduct_0464330751-10789-2,36014,NULL,0
580,McamRImage_0448991529-00000-1,36016,0,-85
753,McamRRecoveredProduct_0464330755-07827-1,36016,NULL,0
753,McamRRecoveredProduct_0464330755-07827-2,36016,NULL,0
580,McamRImage_0448991548-00000-1,36018,0,-85
753,McamRRecoveredProduct_0464330759-05774-1,36018,NULL,0
753,McamRRecoveredProduct_0464330759-05774-2,36018,NULL,0
580,McamRImage_0448991567-00000-1,36020,0,-85
753,McamRRecoveredProduct_0464330763-05589-1,36020,NULL,0
753,McamRRecoveredProduct_0464330763-05589-2,36020,NULL,0
580,McamRImage_0448991603-00000-1,36022,0,-85
753,McamRRecoveredProduct_0464330767-07572-1,36022,NULL,0
753,McamRRecoveredProduct_0464330767-07572-2,36022,NULL,0
580,McamRImage_0448991621-00000-1,36024,0,-85
753,McamRRecoveredProduct_0464330770-63849-1,36024,NULL,0
753,McamRRecoveredProduct_0464330770-63849-2,36024,NULL,0
580,McamRImage_0448991639-00000-1,36026,0,-85
753,McamRRecoveredProduct_0464330774-60925-1,36026,NULL,0
753,McamRRecoveredProduct_0464330774-60925-2,36026,NULL,0
580,McamRImage_0448991659-00000-1,36028,0,-85
753,McamRRecoveredProduct_0464330778-59207-1,36028,NULL,0
753,McamRRecoveredProduct_0464330778-59207-2,36028,NULL,0
580,McamRImage_0448991694-00000-1,36030,0,-85
753,McamRRecoveredProduct_0464330784-22944-1,36030,NULL,0
753,McamRRecoveredProduct_0464330784-22944-2,36030,NULL,0
580,McamRImage_0448991712-00000-1,36032,0,-85
753,McamRRecoveredProduct_0464330787-55848-1,36032,NULL,0
753,McamRRecoveredProduct_0464330787-55848-2,36032,NULL,0
580,McamRImage_0448991730-00000-1,36034,0,-85
753,McamRRecoveredProduct_0464330791-54913-1,36034,NULL,0
753,McamRRecoveredProduct_0464330791-54913-2,36034,NULL,0
580,McamRImage_0448991748-00000-1,36036,0,-85
753,McamRRecoveredProduct_0464330795-53730-1,36036,NULL,0
753,McamRRecoveredProduct_0464330795-53730-2,36036,NULL,0
580,McamRImage_0448991782-00000-1,36038,0,-85
753,McamRRecoveredProduct_0464330799-52073-1,36038,NULL,0
753,McamRRecoveredProduct_0464330799-52073-2,36038,NULL,0
580,McamRImage_0448991800-00000-1,36040,0,-85
753,McamRRecoveredProduct_0464330803-50068-1,36040,NULL,0
753,McamRRecoveredProduct_0464330803-50068-2,36040,NULL,0
580,McamRImage_0448991839-00000-1,36042,0,-85
753,McamRRecoveredProduct_0464330807-53841-1,36042,NULL,0
753,McamRRecoveredProduct_0464330807-53841-2,36042,NULL,0
580,McamRImage_0448991858-00000-1,36044,0,-85
753,McamRRecoveredProduct_0464330811-51118-1,36044,NULL,0
753,McamRRecoveredProduct_0464330811-51118-2,36044,NULL,0
580,McamRImage_0448991877-00000-1,36046,0,-85
753,McamRRecoveredProduct_0464330815-60866-1,36046,NULL,0
753,McamRRecoveredProduct_0464330815-60866-2,36046,NULL,0
580,McamRImage_0448991920-00000-1,36048,0,-85
753,McamRRecoveredProduct_0464330819-57007-1,36048,NULL,0
753,McamRRecoveredProduct_0464330819-57007-2,36048,NULL,0
580,McamRImage_0448991938-00000-1,36050,0,-85
753,McamRRecoveredProduct_0464330823-55726-1,36050,NULL,0
753,McamRRecoveredProduct_0464330823-55726-2,36050,NULL,0
580,McamRImage_0448991956-00000-1,36052,0,-85
753,McamRRecoveredProduct_0464330827-56213-1,36052,NULL,0
753,McamRRecoveredProduct_0464330827-56213-2,36052,NULL,0
580,McamRImage_0448991995-00000-1,36054,0,-85
753,McamRRecoveredProduct_0464330831-63373-1,36054,NULL,0
753,McamRRecoveredProduct_0464330831-63373-2,36054,NULL,0
580,McamRImage_0448992013-00000-1,36056,0,-85
753,McamRRecoveredProduct_0464330835-64245-1,36056,NULL,0
753,McamRRecoveredProduct_0464330835-64245-2,36056,NULL,0
580,McamRImage_0448992031-00000-1,36058,0,-85
753,McamRRecoveredProduct_0464330839-63434-1,36058,NULL,0
753,McamRRecoveredProduct_0464330839-63434-2,36058,NULL,0
580,McamRImage_0448992071-00000-1,36060,0,-85
753,McamRRecoveredProduct_0464330844-05107-1,36060,NULL,0
753,McamRRecoveredProduct_0464330844-05107-2,36060,NULL,0
580,McamRImage_0448992089-00000-1,36062,0,-85
753,McamRRecoveredProduct_0464330848-05756-1,36062,NULL,0
753,McamRRecoveredProduct_0464330848-05756-2,36062,NULL,0
580,McamRImage_0448992107-00000-1,36064,0,-85
753,McamRRecoveredProduct_0464330852-04994-1,36064,NULL,0
753,McamRRecoveredProduct_0464330852-04994-2,36064,NULL,0
580,McamRImage_0448992147-00000-1,36066,0,-85
753,McamRRecoveredProduct_0464330856-04963-1,36066,NULL,0
753,McamRRecoveredProduct_0464330856-04963-2,36066,NULL,0
580,McamRImage_0448992165-00000-1,36068,0,-85
753,McamRRecoveredProduct_0464330860-05505-1,36068,NULL,0
580,McamRImage_0448992185-00000-1,36070,0,-85
753,McamRRecoveredProduct_0464330864-05568-1,36070,NULL,0
580,McamRImage_0448992225-00000-1,36072,0,-85
753,McamRRecoveredProduct_0464330868-09525-1,36072,NULL,0
580,McamRImage_0448992245-00000-1,36074,0,-85
753,McamRRecoveredProduct_0464330872-05456-1,36074,NULL,0
753,McamRRecoveredProduct_0464330872-05456-2,36074,NULL,0
580,McamRImage_0448992263-00000-1,36076,0,-85
753,McamRRecoveredProduct_0464330876-08036-1,36076,NULL,0
580,McamRImage_0448992303-00000-1,36078,0,-85
753,McamRRecoveredProduct_0464330880-05465-1,36078,NULL,0
580,McamRImage_0448992322-00000-1,36080,0,-85
753,McamRRecoveredProduct_0464330884-06738-1,36080,NULL,0
580,McamRImage_0448992342-00000-1,36082,0,-85
753,McamRRecoveredProduct_0464330888-07998-1,36082,NULL,0
580,McamRImage_0448992382-00000-1,36084,0,-85
753,McamRRecoveredProduct_0464330892-08072-1,36084,NULL,0
580,McamRImage_0448992402-00000-1,36086,0,-85
753,McamRRecoveredProduct_0464330896-05666-1,36086,NULL,0
580,McamRImage_0448992420-00000-1,36088,0,-85
753,McamRRecoveredProduct_0464330900-07121-1,36088,NULL,0
580,McamRImage_0448992460-00000-1,36090,0,-85
753,McamRRecoveredProduct_0464330904-09583-1,36090,NULL,0
580,McamRImage_0448992479-00000-1,36092,0,-85
753,McamRRecoveredProduct_0464330908-07897-1,36092,NULL,0
580,McamRImage_0448992497-00000-1,36094,0,-85
753,McamRRecoveredProduct_0464330912-16020-1,36094,NULL,0
580,McamRImage_0448992537-00000-1,36096,0,-85
753,McamRRecoveredProduct_0464330916-26072-1,36096,NULL,0
580,McamRImage_0448992557-00000-1,36098,0,-85
753,McamRRecoveredProduct_0464330920-19027-1,36098,NULL,0
580,McamRImage_0448992576-00000-1,36100,0,-85
753,McamRRecoveredProduct_0464330924-15025-1,36100,NULL,0
580,McamRImage_0448992616-00000-1,36102,0,-85
753,McamRRecoveredProduct_0464330928-23112-1,36102,NULL,0
580,McamRImage_0448992636-00000-1,36104,0,-85
753,McamRRecoveredProduct_0464330932-22441-1,36104,NULL,0
580,McamRImage_0448992655-00000-1,36106,0,-85
753,McamRRecoveredProduct_0464330936-26623-1,36106,NULL,0
580,McamRImage_0448992695-00000-1,36108,0,-85
753,McamRRecoveredProduct_0464330940-37390-1,36108,NULL,0
580,McamRImage_0448992740-00000-1,36110,0,-85
753,McamRRecoveredProduct_0464330945-25504-1,36110,NULL,0
580,McamRImage_0448992759-00000-1,36112,0,-85
753,McamRRecoveredProduct_0464330949-23863-1,36112,NULL,0
580,McamRImage_0448992778-00000-1,36114,0,-85
753,McamRRecoveredProduct_0464330953-28381-1,36114,NULL,0
580,McamRImage_0448992822-00000-1,36116,0,-85
753,McamRRecoveredProduct_0464330957-26326-1,36116,NULL,0
580,McamRImage_0448992841-00000-1,36118,0,-85
753,McamRRecoveredProduct_0464330961-23461-1,36118,NULL,0
580,McamRImage_0448992860-00000-1,36120,0,-85
753,McamRRecoveredProduct_0464330965-18308-1,36120,NULL,0
580,McamRImage_0448992904-00000-1,36122,0,-85
753,McamRRecoveredProduct_0464330969-22409-1,36122,NULL,0
580,McamRImage_0448992923-00000-1,36124,0,-85
753,McamRRecoveredProduct_0464330973-16339-1,36124,NULL,0
580,McamRImage_0448992942-00000-1,36126,0,-85
753,McamRRecoveredProduct_0464330977-05504-1,36126,NULL,0
580,McamRImage_0448992987-00000-1,36128,0,-85
753,McamRRecoveredProduct_0464330981-09598-1,36128,NULL,0
580,McamRImage_0448993007-00000-1,36130,0,-85
753,McamRRecoveredProduct_0464330985-17888-1,36130,NULL,0
580,McamRImage_0448993026-00000-1,36132,0,-85
753,McamRRecoveredProduct_0464330989-05455-1,36132,NULL,0
580,McamRImage_0448993071-00000-1,36134,0,-85
753,McamRRecoveredProduct_0464330993-03054-1,36134,NULL,0
580,McamRImage_0448993089-00000-1,36136,0,-85
753,McamRRecoveredProduct_0464330997-01890-1,36136,NULL,0
580,McamRImage_0448993107-00000-1,36138,0,-85
753,McamRRecoveredProduct_0464331000-65395-1,36138,NULL,0
580,McamRImage_0448993150-00000-1,36140,0,-85
753,McamRRecoveredProduct_0464331004-65432-1,36140,NULL,0
753,McamRRecoveredProduct_0464331004-65432-2,36140,NULL,0
580,McamRImage_0448993168-00000-1,36142,0,-85
753,McamRRecoveredProduct_0464331009-07682-1,36142,NULL,0
580,McamRImage_0448993186-00000-1,36144,0,-85
753,McamRRecoveredProduct_0464331012-64414-1,36144,NULL,0
580,McamRImage_0448993229-00000-1,36146,0,-85
753,McamRRecoveredProduct_0464331017-02720-1,36146,NULL,0
580,McamRImage_0448993247-00000-1,36148,0,-85
753,McamRRecoveredProduct_0464331020-65240-1,36148,0,0
580,McamRImage_0448993265-00000-1,36150,0,-85
753,McamRRecoveredProduct_0464331024-60133-1,36150,NULL,0
580,McamRImage_0448993308-00000-1,36152,0,-85
753,McamRRecoveredProduct_0464331028-58806-1,36152,NULL,0
580,McamRImage_0448993326-00000-1,36154,0,-85
753,McamRRecoveredProduct_0464331032-60055-1,36154,NULL,0
580,McamRImage_0448993344-00000-1,36156,0,-85
753,McamRRecoveredProduct_0464331036-62761-1,36156,NULL,0
580,McamRImage_0448993387-00000-1,36158,0,-85
753,McamRRecoveredProduct_0464331040-62078-1,36158,NULL,0
580,McamRImage_0448993407-00000-1,36160,0,-85
753,McamRRecoveredProduct_0464331044-65054-1,36160,NULL,0
580,McamRImage_0448993425-00000-1,36162,0,-85
753,McamRRecoveredProduct_0464331049-06051-1,36162,NULL,0
580,McamRImage_0448993472-00000-1,36164,0,-85
753,McamRRecoveredProduct_0464331053-05550-1,36164,NULL,0
580,McamRImage_0448993492-00000-1,36166,0,-85
753,McamRRecoveredProduct_0464331057-02364-1,36166,NULL,0
580,McamRImage_0448993510-00000-1,36168,0,-85
753,McamRRecoveredProduct_0464331060-63312-1,36168,NULL,0
580,McamRImage_0448993553-00000-1,36170,0,-85
753,McamRRecoveredProduct_0464331064-53170-1,36170,NULL,0
580,McamRImage_0448993574-00000-1,36172,0,-85
753,McamRRecoveredProduct_0464331068-51090-1,36172,NULL,0
580,McamRImage_0448993593-00000-1,36174,0,-85
753,McamRRecoveredProduct_0464331072-52153-1,36174,NULL,0
580,McamRImage_0448993639-00000-1,36176,0,-85
753,McamRRecoveredProduct_0464331076-52940-1,36176,NULL,0
580,McamRImage_0448993684-00000-1,36178,0,-85
753,McamRRecoveredProduct_0464331080-51749-1,36178,NULL,0
580,McamRImage_0448993703-00000-1,36180,0,-85
753,McamRRecoveredProduct_0464331084-55926-1,36180,NULL,0
580,McamRImage_0448993745-00000-1,36182,0,-85
753,McamRRecoveredProduct_0464331089-08166-1,36182,NULL,0
580,McamRImage_0448993765-00000-1,36184,0,-85
753,McamRRecoveredProduct_0464331093-21937-1,36184,NULL,0
580,McamRImage_0448993807-00000-1,36186,0,-85
753,McamRRecoveredProduct_0464331097-30585-1,36186,NULL,0
580,McamRImage_0448993827-00000-1,36188,0,-85
753,McamRRecoveredProduct_0464331101-22860-1,36188,NULL,0
753,McamRRecoveredProduct_0464331101-22860-2,36188,NULL,0
580,McamRImage_0448993869-00000-1,36190,0,-85
753,McamRRecoveredProduct_0464331105-09697-1,36190,NULL,0
580,McamRImage_0448993887-00000-1,36192,0,-85
753,McamRRecoveredProduct_0464331109-07104-1,36192,NULL,0
580,McamRImage_0448993929-00000-1,36194,0,-85
753,McamRRecoveredProduct_0464331112-64372-1,36194,NULL,0
580,McamRImage_0448993947-00000-1,36196,0,-85
753,McamRRecoveredProduct_0464331117-01955-1,36196,NULL,0
580,McamRImage_0448993989-00000-1,36198,0,-85
753,McamRRecoveredProduct_0464331120-65431-1,36198,NULL,0
753,McamRRecoveredProduct_0464331120-65431-2,36198,NULL,0
580,McamRImage_0448994007-00000-1,36200,0,-85
753,McamRRecoveredProduct_0464331125-05687-1,36200,NULL,0
580,McamRImage_0448994048-00000-1,36202,0,-85
753,McamRRecoveredProduct_0464331129-15944-1,36202,NULL,0
580,McamRImage_0448994067-00000-1,36204,0,-85
